Event,Result,FirstMove,NumberOfMoves,WhiteElo,BlackElo
22779,B,b3c5,21,1711,2130
22780,W,Nf3d5,46,2582,2402
22781,B,e4c6,49,2195,2325
22782,W,d4Nf6,22,2202,1862
22783,W,d4Nf6,37,2445,2148
22784,B,d4Nf6,47,2315,2519
22785,B,d4Nf6,48,2564,2674
22786,B,e4c5,60,2259,2328
22787,B,e4c5,57,2188,2417
22788,D,e4c5,21,2280,2508
22789,D,e4c5,19,2483,2508
22790,D,e4e6,33,2317,2220
22791,B,d4d5,37,2251,2459
22792,W,d4Nf6,26,2136,1851
22793,D,d4Nf6,39,2512,2638
22794,D,e4c5,25,2624,2579
22795,W,d4Nf6,34,2379,1915
22796,W,d4Nf6,56,2298,1940
22797,D,d4Nf6,43,2167,2480
22798,B,d4d5,40,2055,1791
22799,B,g3g6,47,1920,2392
22800,W,d4d5,46,2271,2073
22801,W,e4e6,32,2307,2360
22802,W,d4e6,50,2447,2206
22803,D,d4d5,60,2594,2517
22804,B,e4d6,37,2241,2285
22805,W,d4Nf6,42,2354,2237
22806,W,d4d5,26,2361,1912
22807,B,d4d5,45,2644,2510
22808,W,e4c5,49,2425,2473
22809,B,d4d5,44,2006,2230
22810,W,d4d5,61,2246,2397
22811,B,d4d5,76,2328,2480
22812,B,d4Nf6,101,2539,2671
22813,B,d4Nf6,81,2216,2381
22814,W,e4e6,30,2249,2053
22815,D,e4c5,12,2267,2398
22816,W,d4Nf6,41,2165,2267
22817,D,e4d6,52,2764,2766
22818,B,d4Nf6,51,2349,2495
22819,W,d4e6,35,2290,1840
22820,W,e4c5,47,2380,2375
22821,D,d4Nf6,18,2506,2543
22822,W,d4Nf6,21,2283,1953
22823,W,e4c5,19,2114,1899
22824,W,Nf3Nf6,45,2382,2283
22825,W,Nf3c5,42,2437,2195
22826,W,d4Nf6,28,2532,2440
22827,B,c4c5,41,1921,2162
22828,D,d4d5,54,2625,2476
22829,D,d4g6,27,2331,2212
22830,B,d4d6,41,1828,2013
22831,W,d4Nf6,70,2458,2470
22832,B,d4Nf6,36,2508,2610
22833,W,e4e6,37,2148,1485
22834,D,e4c5,23,2483,2495
22835,B,e4c5,39,2385,2157
22836,B,d4Nf6,25,2416,2710
22837,W,d4d5,55,2039,2194
22838,D,e4e5,61,2687,2707
22839,W,d4c5,49,2203,2387
22840,D,e4e5,39,1776,2007
22841,B,c4e5,40,1891,1774
22842,D,e4c5,20,2150,2254
22843,W,e4e6,54,1830,2177
22844,B,d4Nf6,26,2181,2138
22845,D,e4e5,46,1877,1902
22846,B,e4e5,45,1934,2358
22847,B,e4c6,87,2659,2344
22848,D,Nf3d5,52,2167,2235
22849,B,d4Nf6,57,2257,2361
22850,W,e4e5,51,2150,1533
22851,B,d4Nf6,37,2117,2061
22852,B,d4g6,15,2229,2382
22853,W,e4e5,29,2403,2241
22854,W,c4Nf6,24,2286,1894
22855,W,e4c6,58,2291,2149
22856,D,d4d5,19,2316,2470
22857,W,d4d5,29,2637,2524
22858,W,e4e6,51,2104,2119
22859,W,e4e5,47,2186,2312
22860,D,d4Nf6,52,2220,2497
22861,B,c4g6,65,2498,2453
22862,D,d4f5,52,1839,2005
22863,D,Nf3d5,16,2205,2255
22864,W,d4d5,40,2149,2005
22865,B,e4e5,38,2198,2582
22866,W,d4Nf6,47,2046,2076
22867,B,e4e5,34,1610,2071
22868,W,c4c5,38,2388,2160
22869,D,Nf3Nf6,40,1856,2033
22870,B,c4Nf6,65,1958,2214
22871,D,e4e5,75,1982,2237
22872,D,d4d5,38,2401,2548
22873,D,c4c5,89,2456,2153
22874,W,e4c6,25,2364,2059
22875,W,e4d6,99,2446,2091
22876,D,e4c6,36,2292,2160
22877,W,Nf3d6,37,2241,2003
22878,D,d4Nf6,36,2595,2601
22879,D,c4g6,43,2198,2397
22880,W,d4Nf6,52,2752,2591
22881,D,e4e5,67,2109,1952
22882,B,Nf3c5,45,1955,1823
22883,D,e4g6,44,2137,1933
22884,D,e4c5,48,2364,2569
22885,D,e4g6,42,2324,2443
22886,B,d4Nf6,40,2385,2665
22887,B,d4d5,54,1911,2137
22888,W,d4d5,38,2331,2125
22889,D,e4c5,9,2440,2397
22890,W,c4Nf6,54,2022,2012
22891,B,e4c5,47,2339,2452
22892,W,c4Nf6,36,2092,1866
22893,B,Nf3Nf6,25,2142,2004
22894,W,d4d5,31,2269,2196
22895,B,Nf3d5,62,2591,2466
22896,D,e4c5,55,2234,1916
22897,W,e4e5,25,2248,2094
22898,B,c4c6,40,2391,2422
22899,W,e4c5,36,2212,1900
22900,D,e4e5,38,2111,1774
22901,D,Nf3Nf6,21,2479,2327
22902,D,d4Nf6,48,1977,2112
22903,B,e4d6,50,2375,2569
22904,D,d4e6,82,1528,1594
22905,B,d4Nf6,33,1586,1707
22906,B,e4c5,31,2114,2446
22907,D,e4c6,45,1841,1897
22908,W,Nf3d5,40,2198,1802
22909,W,d4Nf6,63,2407,2520
22910,W,d4Nf6,60,2058,2120
22911,W,e4e6,40,2176,1844
22912,B,d4d5,32,2102,2268
22913,W,e4c5,59,2182,1981
22914,B,c4Nf6,45,2516,2516
22915,D,e4c5,49,2178,2548
22916,D,e4e5,41,1874,2011
22917,W,e4c5,35,2552,2331
22918,W,c4Nf6,12,2615,2457
22919,W,d4Nf6,18,2532,2406
22920,D,d4e6,16,2002,2089
22921,W,d4Nf6,70,2008,1866
22922,D,Nf3Nf6,34,2168,2255
22923,W,e4e6,41,2225,1969
22924,B,e4d6,31,1330,1806
22925,D,e4c5,58,1992,1730
22926,D,e4d6,38,2521,2501
22927,W,c4Nf6,26,2449,2047
22928,W,Nf3c5,36,2556,2183
22929,D,d4Nf6,64,2437,2310
22930,B,e4c5,42,1994,2501
22931,D,d4Nf6,45,1844,1968
22932,D,e4d5,61,1820,1881
22933,B,g3e5,38,2196,2528
22934,D,Nf3Nf6,27,2398,2439
22935,B,d4Nf6,48,2031,2300
22936,W,e4c5,59,2327,2218
22937,D,e4e5,46,2190,1956
22938,W,d4e6,26,2512,2286
22939,B,d4d6,77,2388,2291
22940,B,e4e6,54,2266,2437
22941,W,d4e6,49,2454,2284
22942,W,e4c5,41,2688,2515
22943,D,Nf3Nf6,74,2627,2464
22944,W,e4c6,60,2278,2027
22945,D,d4d6,33,2389,2441
22946,B,d4e6,74,2206,2346
22947,D,d4Nf6,24,2632,2419
22948,B,d4d5,26,2645,2881
22949,D,d4d5,68,2164,2349
22950,B,e4c5,65,2252,2419
22951,W,d4Nf6,49,1909,1739
22952,W,e4c5,47,2004,1757
22953,B,e4c5,32,2313,2459
22954,B,Nf3d5,61,1637,1766
22955,D,e4d6,20,2256,2108
22956,D,e4c5,44,1798,2024
22957,D,d4Nf6,57,2162,2033
22958,W,d4Nf6,30,1925,2120
22959,W,e4c5,40,2513,2120
22960,D,d4d5,42,2204,2292
22961,W,c4e5,24,2008,1842
22962,W,d4d5,38,2518,2232
22963,W,d4f5,25,2375,2061
22964,B,c4e5,33,2074,2338
22965,W,e4e5,56,2313,2069
22966,D,e4c5,63,2064,2196
22967,W,e4e6,29,2124,2240
22968,W,d4d5,59,1969,1580
22969,B,d4Nf6,64,1707,2005
22970,W,g3e5,20,2101,1891
22971,W,Nf3d5,72,2544,2298
22972,W,d4d5,29,2559,2383
22973,D,d4d5,34,1966,1968
22974,B,e4g6,30,1956,2258
22975,W,d4d5,19,2158,1797
22976,D,d4Nf6,38,2727,2744
22977,B,e4d6,71,2555,2285
22978,W,d4g6,47,2516,2396
22979,B,e4c5,45,2106,2404
22980,W,e4e6,36,2268,2322
22981,D,d4Nf6,37,2408,2505
22982,W,d4Nf6,29,2493,2188
22983,W,e4e5,67,2426,2153
22984,W,d4Nf6,59,2656,2373
22985,B,e4d6,52,1983,2251
22986,D,d4d5,27,2570,2676
22987,B,e4e6,21,1959,2174
22988,B,e4e6,27,2150,2376
22989,W,e4c5,54,2253,2208
22990,W,d4Nf6,38,2279,2106
22991,W,e4c5,37,2488,2660
22992,B,d4d5,36,1663,1969
22993,W,d4Nf6,60,2251,2188
22994,W,e4c6,24,1949,2114
22995,B,d4f5,58,2052,2353
22996,D,d4d5,18,2526,2528
22997,B,e4e5,46,2458,2334
22998,W,e4c5,21,2382,1847
22999,W,e4e5,42,1673,1848
23000,D,d4d5,10,2629,2495
23001,B,a3Nf6,48,1874,2326
23002,B,e4c5,26,2216,2487
23003,D,Nf3d5,41,2242,2031
23004,D,Nf3f5,52,2280,2416
23005,B,e4c5,70,1629,1771
23006,W,e4e5,46,2485,2164
23007,B,d4d6,40,1974,2198
23008,W,d4d5,40,1987,1576
23009,D,d4d5,59,2225,2191
23010,B,e4e5,25,2002,2089
23011,D,d4Nf6,55,1570,1751
23012,B,d4Nf6,34,2055,2135
23013,B,d4Nf6,41,1994,2184
23014,W,d4Nf6,25,1883,1889
23015,B,d4Nf6,67,2281,2525
23016,D,e4c6,53,2586,2700
23017,W,d4Nf6,51,2423,2543
23018,D,e4Nf6,15,2345,2368
23019,W,e4e5,37,2081,1796
23020,D,d4g6,43,2437,2281
23021,W,e4e5,49,2630,2102
23022,D,e4e5,62,2261,2244
23023,D,e4c5,35,2272,1990
23024,W,d4Nf6,66,2219,1909
23025,B,c4e5,9,1954,2113
23026,D,e4g6,52,2174,1999
23027,W,e4c5,17,1948,1768
23028,D,e4d5,32,2313,2054
23029,D,Nf3c5,50,2023,2206
23030,B,e4c5,55,1855,2414
23031,B,e4e6,73,2764,2711
23032,W,e4c5,39,2320,1710
23033,W,e4d6,45,2628,2440
23034,W,d4Nf6,44,2375,2230
23035,W,e4c5,41,2345,2426
23036,D,c4c5,54,2126,2352
23037,B,e4e5,48,2375,2559
23038,B,e4e6,44,2305,2417
23039,B,e4d6,75,2129,2243
23040,B,d4Nf6,24,2301,2599
23041,B,e4e5,48,2130,2487
23042,B,e4c5,38,2006,2126
23043,D,e4c5,80,2548,2578
23044,D,d4Nf6,34,2593,2520
23045,B,e4e5,20,1893,2193
23046,W,e4e6,35,2501,2148
23047,W,e4Nf6,27,1584,1658
23048,W,d4Nf6,45,2459,1728
23049,W,c4Nf6,41,2396,2552
23050,W,Nf3Nf6,53,2200,2009
23051,B,d4Nf6,51,2464,2686
23052,D,d4d5,45,2095,2211
23053,W,d4Nf6,29,2336,2054
23054,B,d4d6,59,2505,2650
23055,W,e4c5,35,2046,1844
23056,D,e4e5,25,2516,2482
23057,W,Nf3Nf6,34,2481,2190
23058,D,c4Nf6,33,2321,2457
23059,W,e4e5,56,2631,2563
23060,B,e4c5,43,2162,2281
23061,B,d4Nf6,37,2140,2184
23062,B,c4Nf6,30,2258,2458
23063,D,Nf3Nf6,27,2177,2301
23064,W,e4a6,25,2219,2202
23065,B,d4d5,24,2163,2321
23066,W,d4Nf6,29,2450,2197
23067,D,Nf3f5,53,1965,2203
23068,D,d4Nf6,37,2350,2233
23069,B,d4Nf6,23,1770,2169
23070,D,e4e5,11,2292,2269
23071,D,c4e5,49,1713,2339
23072,W,e4e6,32,2151,2289
23073,B,e4c5,37,1964,2018
23074,W,e4e5,27,2075,2080
23075,W,Nf3Nf6,27,2360,1926
23076,B,e4c6,23,1796,2034
23077,D,e4e6,68,2172,1948
23078,W,e4c6,31,2431,2099
23079,D,Nf3c5,23,2291,2285
23080,B,Nf3Nf6,45,2043,2427
23081,B,d4c5,28,2257,2258
23082,W,e4d6,46,2448,2216
23083,D,d4Nf6,22,2440,2567
23084,B,e4c5,35,2084,2527
23085,D,d4Nf6,35,2195,2346
23086,W,Nf3Nf6,62,2138,2069
23087,D,d4d5,114,2389,2207
23088,W,d4e6,39,2194,2388
23089,W,e4c5,38,2594,2466
23090,W,d4Nf6,63,2054,2115
23091,W,Nf3Nf6,33,2129,1929
23092,B,e4c6,18,1953,2086
23093,D,Nf3Nf6,24,2496,2404
23094,D,e4c5,40,2496,2541
23095,D,e4e5,23,2483,2491
23096,W,e4c5,44,2381,2279
23097,W,d4Nf6,79,2090,2197
23098,B,c4Nf6,31,2053,2381
23099,W,d4d5,40,2462,2139
23100,D,Nf3c5,44,2637,2556
23101,D,d4d5,46,2410,2306
23102,W,Nf3d6,63,2172,2093
23103,W,e4g6,15,2165,1945
23104,W,d4Nf6,43,2518,2212
23105,W,g3d5,27,2271,2149
23106,B,c4e5,31,2054,2327
23107,B,e4c5,61,2154,2448
23108,W,e4e5,48,1890,1756
23109,D,d4Nf6,25,2521,2458
23110,D,e4e5,15,1968,1848
23111,D,e4c5,84,2022,1546
23112,D,e4e5,39,2668,2460
23113,D,d4Nf6,29,2353,2343
23114,D,d4e6,80,2591,2492
23115,W,e4c5,22,2259,1757
23116,W,d4Nf6,60,2097,2008
23117,D,e4e5,35,1934,1797
23118,B,d4d5,34,2346,2559
23119,W,d4Nf6,41,2541,2446
23120,D,d4d5,59,2300,2412
23121,B,d4Nf6,25,2079,1997
23122,D,d4Nf6,59,2170,2511
23123,W,e4c5,41,2119,1761
23124,B,e4c5,38,2202,2424
23125,W,e4d6,49,2484,2132
23126,W,d4Nf6,39,1830,2054
23127,W,c4e5,44,2455,2375
23128,W,d4d5,27,2613,1923
23129,B,c4g6,48,2047,2256
23130,D,Nf3d5,40,2019,2253
23131,B,e4c5,45,2632,2663
23132,B,e4c5,45,2018,2176
23133,W,e4e6,22,2170,1997
23134,B,d4Nf6,60,2447,2295
23135,W,e4c5,31,2239,2176
23136,W,Nf3c5,61,2591,2186
23137,W,e4e6,42,1897,2107
23138,D,e4d6,43,2608,2447
23139,D,e4c5,21,2021,2153
23140,D,d4d5,18,2202,2147
23141,W,d4Nf6,32,2450,2235
23142,W,d4c5,43,2156,2014
23143,D,d4Nf6,70,2390,2607
23144,D,d4Nf6,72,2401,2422
23145,D,e4c5,55,2236,2417
23146,B,e4e5,52,2213,1983
23147,W,e4e5,35,1888,2007
23148,W,d4Nf6,44,2128,1899
23149,W,e4d6,44,2710,2285
23150,W,e4c5,42,2727,2549
23151,B,d4g6,47,1746,2311
23152,D,e4c5,22,2546,2422
23153,W,e4c5,57,2326,2161
23154,W,d4Nf6,48,2389,2235
23155,D,d4Nf6,17,2566,2714
23156,B,e4e6,40,1498,1988
23157,W,g3Nf6,32,2304,2130
23158,W,Nf3Nf6,60,2019,1964
23159,B,e4c5,35,2451,2712
23160,W,Nf3Nf6,62,2154,2102
23161,B,c4Nf6,53,2277,2086
23162,W,d4Nf6,33,2338,2242
23163,W,d4Nf6,18,2391,2219
23164,W,e4e5,28,2340,2526
23165,W,d4Nf6,34,2713,2735
23166,B,Nf3Nf6,40,2302,2476
23167,D,e4e6,51,2454,2450
23168,D,e4c5,32,2230,1984
23169,B,Nf3Nf6,42,2061,2096
23170,D,Nf3Nf6,21,2578,2624
23171,B,e4c5,30,2137,2504
23172,B,d4e6,24,1943,2305
23173,W,e4e5,69,1935,1771
23174,D,Nf3Nf6,29,2532,2636
23175,W,d4d5,25,2199,2097
23176,W,d4d5,37,2361,2084
23177,D,d4d5,70,2519,2371
23178,W,c4Nf6,25,2084,1853
23179,D,e4c5,51,2349,2071
23180,B,e4e5,34,2186,2334
23181,B,d4Nf6,24,2340,2550
23182,D,d4Nf6,32,2120,2589
23183,B,e4c5,22,2045,2354
23184,W,d4e6,64,2097,2013
23185,W,e4c5,52,2385,2334
23186,D,f4Nf6,51,2064,1604
23187,D,e4e5,40,2285,2459
23188,B,e4e5,39,2257,2464
23189,D,e4e5,23,2410,2348
23190,B,d4Nf6,39,1973,2236
23191,D,e4c5,33,2419,2370
23192,B,Nf3f5,31,2038,2378
23193,D,e4c5,27,2702,2705
23194,D,e4e6,55,2691,2427
23195,B,d4e6,37,1963,2202
23196,W,e4c5,27,2100,1892
23197,D,d4d5,56,2362,2557
23198,B,e4e6,40,2730,2775
23199,D,e4e5,45,2321,2330
23200,W,e4e5,31,1772,1638
23201,W,d4d5,45,2511,2467
23202,D,Nf3d5,46,2199,1891
23203,B,e4c5,28,2205,2433
23204,W,d4d5,38,2450,2260
23205,D,d4d5,35,2639,2564
23206,W,e4Nc6,20,1965,1826
23207,W,e4e5,59,2238,1872
23208,D,d4Nf6,42,2338,2152
23209,B,b4e5,61,1792,2093
23210,W,d4e6,62,2503,2547
23211,B,e4e6,60,2139,2010
23212,W,d4Nf6,60,2422,2027
23213,D,e4e6,20,2208,2110
23214,B,e4e6,43,2306,2423
23215,W,e4e5,58,2663,2615
23216,D,Nf3d5,38,2446,2269
23217,W,e4c5,53,2483,2425
23218,D,e4e6,36,1768,1787
23219,D,e4c5,25,2052,2003
23220,D,Nf3Nf6,40,2423,2556
23221,D,e4c6,72,2250,2354
23222,B,e4e5,32,1903,1980
23223,D,e4c5,68,2067,1970
23224,D,e4c5,66,2731,2685
23225,B,c4Nf6,56,1583,2007
23226,W,Nf3Nf6,54,1686,1901
23227,D,e4c5,51,2302,2488
23228,W,d4d5,22,2002,1987
23229,D,Nf3Nf6,71,2257,2190
23230,B,e4e6,75,1819,1843
23231,D,d4d5,36,2430,2100
23232,D,c4b6,50,2391,2285
23233,B,d4Nf6,26,2520,2470
23234,B,d4Nf6,54,1718,2017
23235,B,e4Nf6,19,1317,1799
23236,W,d4Nf6,48,1877,1727
23237,B,e4d6,32,1947,1910
23238,D,d4d5,25,1936,2096
23239,D,e4e5,30,2407,2066
23240,B,e4c5,80,2408,2483
23241,W,d4d5,60,2335,1987
23242,W,d4d5,36,2201,1643
23243,W,e4c6,49,2329,2155
23244,D,e4e6,48,2380,2292
23245,D,d4d5,11,2301,2215
23246,B,d4d5,70,2230,2349
23247,W,e4c5,37,2663,2150
23248,B,d4Nf6,34,2332,2336
23249,W,d4Nf6,34,2208,2130
23250,W,d4d5,32,2384,2476
23251,D,d4d5,27,2414,2616
23252,W,e4d6,38,2659,2546
23253,B,e4c5,87,2417,2492
23254,B,e4c5,37,2444,2384
23255,D,c4e6,30,2297,2042
23256,B,e4c5,37,2034,2387
23257,D,d4Nf6,38,1719,1936
23258,W,e4c5,50,2677,2569
23259,D,e4c5,27,2035,2352
23260,B,g4d5,35,1937,2215
23261,D,d4g6,68,2108,2331
23262,D,Nf3g6,10,2096,1937
23263,B,e4c5,29,1950,2250
23264,B,e4c5,32,1932,1489
23265,D,e4c5,50,2581,2564
23266,B,d4d5,73,2345,2540
23267,B,c4Nf6,66,2097,1762
23268,B,e4c6,29,2059,2272
23269,W,Nf3Nf6,91,2547,2226
23270,D,Nf3Nf6,49,2213,2286
23271,B,e4c5,47,1850,2320
23272,B,c4e5,40,2026,1876
23273,D,e4c5,48,2459,2473
23274,B,d4Nf6,49,2430,2198
23275,D,e4c6,28,2586,2561
23276,B,c4Nf6,42,2016,2243
23277,D,d4Nf6,43,2210,2304
23278,D,d4d5,31,2617,2670
23279,B,d4Nf6,27,1791,2233
23280,B,d4e6,78,2416,2351
23281,W,d4Nf6,50,2585,2208
23282,W,e4c6,38,2398,2452
23283,D,e4c5,53,2200,1942
23284,B,e4c5,33,1404,1751
23285,W,e4d6,51,2137,1799
23286,D,Nf3e6,101,2218,2335
23287,B,d4Nf6,34,2351,2440
23288,W,d4d5,61,2110,1828
23289,D,Nf3d5,34,2187,2559
23290,D,Nf3d5,43,2528,2653
23291,D,d4d5,84,2690,2590
23292,B,c4e5,41,1933,1602
23293,W,Nf3d5,46,2294,1798
23294,W,d4Nf6,76,2353,2244
23295,D,e4c5,41,2299,2226
23296,D,d4Nf6,41,2433,2543
23297,W,d4Nf6,48,2555,2459
23298,W,d4g6,24,2244,2021
23299,D,Nf3Nf6,27,2124,2231
23300,B,e4c6,56,2295,2563
23301,W,e4d6,23,2458,2321
23302,B,Nf3Nf6,31,2423,2484
23303,D,c4c5,31,2384,2431
23304,D,e4c5,84,2171,2033
23305,W,e4c5,16,2077,2288
23306,D,e4c5,57,2622,2709
23307,B,e4e6,80,2263,2434
23308,W,e4c5,72,2124,2160
23309,B,d4Nf6,39,2421,2625
23310,B,e4e5,21,1248,1629
23311,D,d4Nf6,20,2318,1623
23312,D,d4d5,70,2362,2259
23313,B,d4Nf6,54,1889,2249
23314,W,e4e6,44,1874,1940
23315,B,e4c5,48,1989,2134
23316,B,Nf3Nf6,33,2249,2482
23317,W,e4e5,33,1575,1583
23318,B,e4e6,32,2232,2338
23319,B,f4Nf6,42,1994,2172
23320,D,d4d5,26,2241,2130
23321,W,Nf3Nf6,60,1892,2008
23322,W,d4d6,41,2424,2177
23323,D,e4c5,34,2158,2345
23324,D,e4c5,25,1991,2320
23325,B,d4d5,23,1938,2150
23326,B,e4Nf6,26,2485,2730
23327,W,c4e5,30,2406,2375
23328,B,d4Nf6,40,2183,2190
23329,B,e4c5,49,2085,2219
23330,W,c4c5,30,2215,2077
23331,W,d4d5,39,1921,1498
23332,W,d4Nf6,36,2204,1940
23333,D,e4c5,16,2235,2571
23334,B,e4c5,42,2277,2056
23335,W,e4e6,35,2170,2037
23336,D,e4c5,18,2283,2395
23337,W,e4d5,49,1660,1846
23338,W,e4c5,36,2385,2156
23339,B,d4d5,35,2541,2669
23340,W,e4e5,31,2497,2131
23341,W,e4c5,24,2479,2448
23342,W,d4Nf6,47,2216,2211
23343,B,e4e6,29,1745,1617
23344,B,Nf3c5,62,2194,2527
23345,W,d4d5,35,2135,2098
23346,W,e4e6,54,2035,1592
23347,B,e4c5,30,2011,1872
23348,D,d4Nf6,39,2208,2043
23349,D,d4Nf6,105,2273,2272
23350,B,Nf3Nf6,34,1680,2475
23351,D,d4Nf6,39,2027,2216
23352,D,e4e5,50,2568,2312
23353,W,d4Nf6,84,2314,2567
23354,W,d4Nf6,63,2705,2661
23355,W,Nf3d5,36,2417,2522
23356,D,e4c6,59,2150,2225
23357,B,e4e5,37,2061,2246
23358,D,e4c5,11,2517,2530
23359,B,d4Nf6,51,2252,2471
23360,W,e4c5,40,2165,2427
23361,W,e4c5,36,2407,2225
23362,B,d4Nf6,33,2403,2590
23363,B,d4d5,38,2035,1845
23364,D,e4e6,15,1577,1827
23365,W,e4c5,42,2316,2422
23366,W,e4c5,75,2684,2501
23367,D,e4c5,16,1533,1611
23368,D,c4Nf6,51,2443,2395
23369,B,c4Nf6,29,2384,2309
23370,D,d4e6,26,2330,2464
23371,D,e4c6,23,2169,2271
23372,W,d4Nf6,40,2639,2608
23373,D,d4Nf6,44,2537,2526
23374,B,Nf3Nf6,34,2072,2510
23375,B,e4c5,39,1999,2151
23376,W,d4Nf6,50,2006,2220
23377,W,e4e5,45,2167,2014
23378,W,e4e5,44,1951,1757
23379,B,e4e5,41,1768,2090
23380,W,d4Nf6,25,2264,2111
23381,B,d4Nf6,62,2389,2576
23382,D,Nf3Nf6,113,2447,2263
23383,B,e4c5,23,2310,2212
23384,D,e3g6,70,2417,2290
23385,B,b3d5,36,1689,1981
23386,W,c4Nf6,86,2404,2307
23387,B,e4Nc6,53,2155,2399
23388,W,e4e6,41,2189,2113
23389,W,d4d5,25,1836,1550
23390,W,e4c5,95,2244,2500
23391,B,Nf3d5,31,1994,2156
23392,B,e4c5,77,2086,2318
23393,W,d4Nf6,44,2027,1995
23394,W,c4e5,16,2471,2334
23395,W,e4c5,74,2614,2309
23396,B,c4e6,56,2234,2007
23397,D,c4Nf6,26,1944,1914
23398,D,e4e5,33,2737,2743
23399,B,c4e6,37,2334,2279
23400,W,e4e6,31,2212,2301
23401,W,e4Nf6,58,2641,2567
23402,B,d4Nf6,48,2236,2638
23403,B,e4e5,34,2106,2491
23404,W,e4c5,24,1891,2069
23405,D,d4d5,62,1741,2036
23406,D,e4e6,10,2456,2525
23407,B,c4e5,44,2135,2113
23408,B,e4e6,60,2134,2358
23409,W,d4d5,70,2476,2047
23410,D,d4Nf6,39,2680,2438
23411,D,e4c5,10,2478,2498
23412,B,e4e5,41,1698,1770
23413,D,e4d5,22,1774,1939
23414,B,d4Nf6,30,2066,2485
23415,W,d4d5,44,2485,2141
23416,D,e4e6,58,2418,2326
23417,B,e4c5,38,2114,2227
23418,W,e4c5,71,2561,1968
23419,D,e4e5,37,1956,1862
23420,W,e4d5,56,2406,2195
23421,B,e4d6,26,2074,2250
23422,W,Nf3d5,41,2166,2443
23423,B,e4c5,41,2210,2256
23424,W,e4c6,14,1837,1260
23425,B,d4e6,46,2160,2449
23426,W,Nf3d5,55,2131,2244
23427,D,e4d6,41,2277,2426
23428,W,d4Nf6,31,2254,2161
23429,D,e4g6,41,2059,2098
23430,B,d4Nf6,39,1861,1858
23431,D,e4e5,30,2590,2618
23432,W,Nf3d5,41,2514,2429
23433,D,d4Nf6,42,2084,1997
23434,B,d4d5,21,2087,2304
23435,D,f4d6,21,1934,1965
23436,W,e4e6,49,2071,1824
23437,B,e4e5,42,1795,2029
23438,B,c4e5,34,2198,2500
23439,W,e4e6,36,2462,2536
23440,B,e4e5,29,1714,2164
23441,D,e4d5,46,2152,2265
23442,D,Nf3Nf6,69,2641,2412
23443,W,c4e5,40,1799,1440
23444,B,c4Nf6,53,2452,2657
23445,B,d4d6,59,2025,2286
23446,B,d4Nf6,16,1411,1703
23447,W,e4c5,38,1990,1798
23448,D,e4c5,48,2230,2393
23449,W,d4Nf6,36,2180,1941
23450,B,e4e5,33,1539,2055
23451,B,e4e5,29,2174,2049
23452,D,d4Nf6,49,2511,2374
23453,W,d4d5,16,2108,1758
23454,B,e4c6,53,2393,2454
23455,D,e4e5,58,2401,2173
23456,B,c4Nf6,20,1987,2285
23457,W,b4e5,39,1980,1547
23458,B,d4f5,26,1584,1804
23459,W,d4Nf6,45,2574,2457
23460,D,d4c5,16,1999,2172
23461,B,c4e6,47,2110,2145
23462,B,e4c5,36,1985,2378
23463,W,c4g6,75,2586,2325
23464,W,e4d6,50,2203,2161
23465,W,e4g6,39,1894,2189
23466,B,d4Nf6,43,1723,2365
23467,W,e4c5,44,2306,2199
23468,D,e4e5,58,2083,1883
23469,B,e4e6,42,2190,2243
23470,W,e4e5,79,2500,2191
23471,B,d4Nf6,45,1533,1859
23472,B,d4f5,59,1932,2237
23473,D,e4c5,43,2318,2189
23474,D,d4d5,47,2252,2399
23475,D,d4d5,51,2529,2495
23476,B,Nf3d5,56,1707,2435
23477,B,e4c5,39,1879,2374
23478,B,d4d5,36,2290,2185
23479,B,Nf3d5,34,2026,2655
23480,W,Nf3Nf6,51,2302,2470
23481,D,e4c5,36,2051,1990
23482,W,c4e5,61,2238,2120
23483,D,e4e5,64,2396,2175
23484,B,d4Nf6,16,1896,2191
23485,W,d4Nf6,63,2020,1866
23486,W,e4e6,34,1997,2021
23487,D,c4c6,39,2785,2506
23488,D,d4Nf6,60,2320,2440
23489,B,e4c5,24,2038,2278
23490,D,e4e5,78,2480,2495
23491,B,e4e5,28,2077,2340
23492,W,d4d5,34,2381,2236
23493,B,e4c6,33,2271,2428
23494,D,e4e5,55,2289,1933
23495,B,e4c5,45,2282,2423
23496,W,e4c5,40,1996,2065
23497,B,c4e6,30,2094,1941
23498,B,e4e5,40,2438,2329
23499,D,e4Nf6,55,2368,2153
23500,W,d4d5,29,2375,1826
23501,W,c4c6,43,2714,2425
23502,D,e4c5,72,2216,2399
23503,W,c4e5,37,2383,2560
23504,W,e4c5,20,2511,1898
23505,W,e4c5,34,2231,2404
23506,W,e4c5,48,2503,2223
23507,B,c4c6,37,2395,2356
23508,D,d4Nf6,63,2033,2226
23509,W,e4d6,41,2328,2417
23510,W,e4e6,58,2733,2578
23511,D,d4Nf6,18,2043,2371
23512,B,d4d5,35,1895,2001
23513,D,e4c6,9,2569,2601
23514,W,e4d5,39,2390,2209
23515,B,e4e5,36,2000,2083
23516,D,d4Nf6,23,2371,2177
23517,W,d4Nf6,11,2165,2174
23518,D,Nf3Nf6,37,1771,1638
23519,B,e4c5,36,2348,2320
23520,D,f4c5,43,2319,2127
23521,W,Nf3Nf6,39,2553,2664
